feature,count0@False,count1@False,count0@True,count1@True
ned,7122,2,2298,0
chords,7122,2,2298,0
csa,7122,2,2297,1
cegio,7122,2,2298,0
choco,7122,2,2298,0
proprioceptive,7122,2,2298,0
neglecting,7122,2,2298,0
notice,7122,2,2297,1
crunch,7122,2,2298,0
crux,7122,2,2297,1
cruz,7122,2,2298,0
quotes,7122,2,2296,2
correlative,7122,2,2298,0
norwegian,7122,2,2298,0
prosperity,7122,2,2298,0
normed,7122,2,2297,1
calories,7122,2,2298,0
reiter,7122,2,2298,0
poincar,7122,2,2298,0
modulate,7122,2,2297,1
renowned,7122,2,2298,0
remainder,7122,2,2298,0
pmi,7122,2,2296,2
coherently,7122,2,2297,1
pointing,7122,2,2296,2
cohesive,7122,2,2297,1
cohn,7122,2,2298,0
cohorts,7122,2,2298,0
mml,7122,2,2297,1
plex,7122,2,2298,0
plenty,7122,2,2298,0
decentralised,7122,2,2297,1
mmd,7122,2,2293,5
renaissance,7122,2,2297,1
december,7122,2,2298,0
codeword,7122,2,2298,0
reinterpretation,7122,2,2298,0
cambridge,7122,2,2295,3
relieves,7122,2,2298,0
religious,7122,2,2298,0
callhome,7122,2,2298,0
orbit,7122,2,2298,0
codified,7122,2,2298,0
rejecting,7122,2,2298,0
polarized,7122,2,2298,0
ddsm,7122,2,2298,0
cancelling,7122,2,2298,0
modus,7122,2,2297,1
codebook,7122,2,2298,0
canadian,7122,2,2298,0
coder,7122,2,2298,0
coders,7122,2,2298,0
modulates,7122,2,2297,1
modals,7122,2,2298,0
camvid,7122,2,2298,0
constituted,7122,2,2297,1
modularization,7122,2,2297,1
dechter,7122,2,2298,0
pleasure,7122,2,2298,0
mlr,7122,2,2298,0
originality,7122,2,2298,0
organisational,7122,2,2298,0
mnb,7122,2,2298,0
organised,7122,2,2298,0
organisers,7122,2,2298,0
mmse,7122,2,2298,0
cake,7122,2,2298,0
minister,7122,2,2298,0
prejudice,7122,2,2298,0
preliminarily,7122,2,2298,0
crowdsource,7122,2,2298,0
centralizing,7122,2,2298,0
prosthetic,7122,2,2298,0
neq,7122,2,2298,0
crowdsouring,7122,2,2298,0
prosthesis,7122,2,2298,0
prostate,7122,2,2298,0
crowdworkers,7122,2,2298,0
neocortical,7122,2,2298,0
quench,7122,2,2298,0
reminiscent,7122,2,2295,3
qatar,7122,2,2298,0
reminds,7122,2,2298,0
remembers,7122,2,2297,1
mlps,7122,2,2297,1
mlns,7122,2,2298,0
collaborators,7122,2,2298,0
caches,7122,2,2298,0
mmorpgs,7122,2,2298,0
deceived,7122,2,2298,0
deceive,7122,2,2298,0
pls,7122,2,2298,0
debugger,7122,2,2298,0
console,7122,2,2298,0
cognates,7122,2,2296,2
moby,7122,2,2298,0
debunking,7122,2,2298,0
mobilenets,7122,2,2298,0
mobas,7122,2,2298,0
mo,7122,2,2298,0
remember,7122,2,2296,2
remarks,7122,2,2298,0
ply,7122,2,2298,0
mnl,7122,2,2298,0
relief,7122,2,2298,0
niche,7122,2,2297,1
ni,7122,2,2298,0
customizing,7122,2,2298,0
cute,7122,2,2298,0
readiness,7122,2,2298,0
obliged,7122,2,2298,0
cau,7122,2,2298,0
circulating,7122,2,2298,0
cvd,7122,2,2298,0
circumscription,7122,2,2298,0
convolved,7122,2,2297,1
obscured,7122,2,2298,0
privileged,7122,2,2297,1
observatory,7122,2,2298,0
rcts,7122,2,2298,0
cutoffs,7122,2,2298,0
probed,7122,2,2298,0
cybercrime,7122,2,2297,1
catching,7122,2,2298,0
converses,7122,2,2298,0
multiway,7122,2,2294,4
rboosting,7122,2,2298,0
causative,7122,2,2297,1
museum,7122,2,2298,0
obstruct,7122,2,2298,0
cater,7122,2,2298,0
obstructive,7122,2,2298,0
primed,7122,2,2298,0
multisensor,7122,2,2298,0
obviate,7122,2,2297,1
convinced,7122,2,2298,0
previsions,7122,2,2298,0
multiplying,7122,2,2296,2
occ,7122,2,2298,0
categorised,7122,2,2298,0
categorise,7122,2,2298,0
prioritised,7122,2,2298,0
rd,7122,2,2297,1
cis,7122,2,2298,0
rcv1,7122,2,2297,1
caution,7122,2,2298,0
rbmt,7122,2,2298,0
customizable,7122,2,2297,1
octave,7122,2,2298,0
principally,7122,2,2298,0
october,7122,2,2298,0
rearrange,7122,2,2298,0
pretrain,7122,2,2296,2
cyc,7122,2,2298,0
occupant,7122,2,2298,0
occupants,7122,2,2298,0
preventive,7122,2,2298,0
occupies,7122,2,2298,0
realising,7122,2,2298,0
cl,7122,2,2298,0
reagan,7122,2,2298,0
realism,7122,2,2298,0
occurence,7122,2,2298,0
occuring,7122,2,2298,0
claimant,7122,2,2298,0
cycling,7122,2,2298,0
ocean,7122,2,2298,0
multipass,7122,2,2298,0
prolific,7122,2,2298,0
cayley,7122,2,2298,0
occupying,7122,2,2298,0
prevails,7122,2,2298,0
readout,7122,2,2296,2
preventable,7122,2,2298,0
prescriptions,7122,2,2298,0
odd,7122,2,2297,1
oddball,7122,2,2298,0
oddities,7122,2,2298,0
odds,7122,2,2298,0
odel,7122,2,2298,0
prescribe,7122,2,2297,1
clarke,7122,2,2298,0
catalog,7122,2,2298,0
prerequisites,7122,2,2298,0
classically,7122,2,2296,2
preparedness,7122,2,2298,0
offender,7122,2,2298,0
offensive,7122,2,2298,0
clarin,7122,2,2298,0
oclingo,7122,2,2298,0
converter,7122,2,2298,0
clairvoyant,7122,2,2297,1
prevented,7122,2,2297,1
catalogs,7122,2,2298,0
multisets,7122,2,2298,0
multispectral,7122,2,2298,0
obsolete,7122,2,2297,1
publicity,7122,2,2298,0
cpf,7122,2,2298,0
char,7122,2,2298,0
cramer,7122,2,2297,1
chaplin,7122,2,2298,0
crashes,7122,2,2298,0
nli,7122,2,2296,2
crawler,7122,2,2298,0
ng,7122,2,2298,0
pursues,7122,2,2297,1
puns,7122,2,2298,0
provability,7122,2,2298,0
psl,7122,2,2298,0
qcsp,7122,2,2297,1
critics,7122,2,2298,0
qu,7122,2,2298,0
certificate,7122,2,2295,3
chemicals,7122,2,2298,0
cpb,7122,2,2298,0
cpi,7122,2,2297,1
nms,7122,2,2298,0
characterise,7122,2,2298,0
crew,7122,2,2298,0
covariates,7122,2,2294,4
charniak,7122,2,2297,1
ngs,7122,2,2298,0
nonconvex,7122,2,2283,15
chases,7122,2,2298,0
qclp,7122,2,2298,0
court,7122,2,2298,0
nonempty,7122,2,2298,0
psychometrics,7122,2,2297,1
nir,7122,2,2298,0
ptime,7122,2,2298,0
pushdown,7122,2,2298,0
nobody,7122,2,2298,0
pull,7122,2,2295,3
pulled,7122,2,2296,2
pulling,7122,2,2295,3
cplex,7122,2,2297,1
pulse,7122,2,2298,0
neuromuscular,7122,2,2298,0
nonparametrically,7122,2,2298,0
counterintuitively,7122,2,2298,0
countering,7122,2,2298,0
newsfeeds,7122,2,2298,0
criminal,7122,2,2298,0
chaudhuri,7122,2,2296,2
pseudocode,7122,2,2298,0
cheaper,7122,2,2296,2
nonlinearly,7122,2,2298,0
nonlocal,7122,2,2298,0
counties,7122,2,2298,0
nonmyopic,7122,2,2297,1
counters,7122,2,2298,0
cess,7122,2,2298,0
nonnegativity,7122,2,2298,0
qos,7122,2,2298,0
offerings,7122,2,2297,1
cspade,7122,2,2298,0
cdrs,7122,2,2298,0
observers,7122,2,2298,0
printer,7122,2,2298,0
print,7122,2,2298,0
newsgroup,7122,2,2298,0
nice,7122,2,2294,4
nonfiction,7122,2,2298,0
nonexperimental,7122,2,2298,0
quads,7122,2,2298,0
nonrecursive,7122,2,2298,0
cern,7122,2,2298,0
counterfactually,7122,2,2298,0
crnns,7122,2,2298,0
qualification,7122,2,2298,0
prox,7122,2,2294,4
counterarguments,7122,2,2298,0
neurobiology,7122,2,2298,0
qualifies,7122,2,2298,0
chervonenkis,7122,2,2298,0
certified,7122,2,2298,0
certify,7122,2,2297,1
prudent,7122,2,2298,0
cesa,7122,2,2298,0
chats,7122,2,2298,0
crises,7122,2,2298,0
couples,7122,2,2296,2
chatterbots,7122,2,2298,0
cfl,7122,2,2298,0
svg,7122,2,2297,1
freeways,7122,2,2298,0
egalitarian,7122,2,2298,0
lyrical,7122,2,2298,0
searchqa,7122,2,2298,0
fis,7122,2,2298,0
lyapunov,7122,2,2298,0
seasonal,7122,2,2297,1
seasonality,7122,2,2298,0
diagnosticians,7122,2,2298,0
diagonalization,7122,2,2296,2
lyrics,7122,2,2296,2
1200,7122,2,2298,0
lupi,7122,2,2298,0
biennial,7122,2,2298,0
wasting,7122,2,2298,0
sectioned,7122,2,2298,0
secured,7122,2,2298,0
macroscopic,7122,2,2298,0
marginalises,7122,2,2298,0
dexterous,7122,2,2298,0
bifurcation,7122,2,2298,0
bigraphs,7122,2,2298,0
bih,7122,2,2298,0
seaquest,7122,2,2298,0
scalably,7122,2,2297,1
deteriorates,7122,2,2297,1
deteriorating,7122,2,2297,1
manipuri,7122,2,2298,0
scams,7122,2,2298,0
ys,7122,2,2298,0
scant,7122,2,2298,0
schools,7122,2,2298,0
males,7122,2,2297,1
male,7122,2,2297,1
malaysia,7122,2,2298,0
yao,7122,2,2297,1
fishery,7122,2,2298,0
dfas,7122,2,2297,1
sdm,7122,2,2298,0
sdn,7122,2,2298,0
sds,7122,2,2298,0
maca,7122,2,2298,0
bijective,7122,2,2297,1
maei,7122,2,2298,0
manpower,7122,2,2297,1
malayalam,7122,2,2298,0
fittest,7122,2,2298,0
bill,7122,2,2298,0
mads,7122,2,2298,0
forbidden,7122,2,2296,2
sate,7122,2,2298,0
yu,7122,2,2297,1
rtdp,7122,2,2298,0
flp,7122,2,2298,0
mb,7122,2,2298,0
magidor,7122,2,2298,0
mazes,7122,2,2296,2
rubinstein,7122,2,2298,0
maxwalksat,7122,2,2298,0
07,7122,2,2298,0
depressed,7122,2,2298,0
rugged,7122,2,2298,0
deprived,7122,2,2298,0
maximizations,7122,2,2298,0
rtb,7122,2,2297,1
booking,7122,2,2298,0
billing,7122,2,2298,0
bilu,7122,2,2298,0
bimatrix,7122,2,2298,0
makeup,7122,2,2298,0
10x10,7122,2,2298,0
makespan,7122,2,2298,0
biochemical,7122,2,2298,0
biobjective,7122,2,2298,0
font,7122,2,2297,1
fooled,7122,2,2298,0
114,7122,2,2298,0
deviated,7122,2,2298,0
scorers,7122,2,2298,0
scott,7122,2,2298,0
bindings,7122,2,2298,0
bind,7122,2,2297,1
mainlog,7122,2,2298,0
binarized,7122,2,2294,4
binarize,7122,2,2296,2
binaries,7122,2,2298,0
maid,7122,2,2298,0
mahout,7122,2,2298,0
malay,7122,2,2297,1
depths,7122,2,2297,1
mansour,7122,2,2298,0
blacklisting,7122,2,2298,0
assistive,7122,2,2298,0
doc2vec,7122,2,2298,0
doctoral,7122,2,2298,0
joined,7122,2,2298,0
doctors,7122,2,2298,0
doctrine,7122,2,2298,0
speculation,7122,2,2298,0
joining,7122,2,2298,0
wirtinger,7122,2,2298,0
sticky,7122,2,2298,0
documentary,7122,2,2298,0
sped,7122,2,2298,0
dod,7122,2,2298,0
kuhn,7122,2,2297,1
disjunct,7122,2,2298,0
signalling,7122,2,2298,0
lexrank,7122,2,2298,0
bisimilar,7122,2,2298,0
dsa,7122,2,2298,0
krogh,7122,2,2298,0
krom,7122,2,2298,0
kronecker,7122,2,2293,5
journalistic,7122,2,2298,0
atypical,7122,2,2297,1
kneser,7122,2,2293,5
winograd,7122,2,2297,1
attracts,7122,2,2297,1
winners,7122,2,2295,3
journalists,7122,2,2297,1
domineering,7122,2,2298,0
fulfilment,7122,2,2298,0
stepped,7122,2,2298,0
stereotypical,7122,2,2297,1
spelled,7122,2,2298,0
speer,7122,2,2298,0
ku,7122,2,2298,0
kth,7122,2,2297,1
kt,7122,2,2297,1
spectacular,7122,2,2298,0
spectrally,7122,2,2296,2
220,7122,2,2298,0
manifestation,7122,2,2298,0
blacklist,7122,2,2297,1
youtube2text,7122,2,2298,0
determinate,7122,2,2298,0
manipulability,7122,2,2298,0
scarcely,7122,2,2298,0
destroyed,7122,2,2298,0
marco,7122,2,2298,0
mar,7122,2,2296,2
blas,7122,2,2298,0
fixes,7122,2,2298,0
blanco,7122,2,2298,0
manifesting,7122,2,2298,0
blame,7122,2,2298,0
satzilla,7122,2,2298,0
saudi,7122,2,2298,0
blackwellized,7122,2,2298,0
saw,7122,2,2297,1
sax,7122,2,2298,0
says,7122,2,2297,1
folds,7122,2,2297,1
blacklists,7122,2,2298,0
saturating,7122,2,2295,3
deterministically,7122,2,2298,0
scholarship,7122,2,2298,0
mallows,7122,2,2296,2
determiners,7122,2,2298,0
mandate,7122,2,2298,0
schatten,7122,2,2296,2
scheduler,7122,2,2298,0
schedulers,7122,2,2298,0
biosphere,7122,2,2298,0
10m,7122,2,2297,1
manifested,7122,2,2296,2
schematic,7122,2,2298,0
manageable,7122,2,2298,0
follower,7122,2,2298,0
mammography,7122,2,2298,0
determinization,7122,2,2298,0
mammogram,7122,2,2298,0
mammals,7122,2,2298,0
mammalian,7122,2,2298,0
mamdani,7122,2,2298,0
malt,7122,2,2298,0
dev,7122,2,2297,1
determinants,7122,2,2295,3
depthwise,7122,2,2298,0
rumor,7122,2,2297,1
bolstered,7122,2,2298,0
bays,7122,2,2298,0
linucb,7122,2,2298,0
shooter,7122,2,2298,0
shoppers,7122,2,2298,0
disbelief,7122,2,2298,0
linkages,7122,2,2298,0
wsns,7122,2,2298,0
16k,7122,2,2298,0
lip,7122,2,2298,0
linial,7122,2,2298,0
shortened,7122,2,2297,1
shortens,7122,2,2298,0
shorthand,7122,2,2298,0
170,7122,2,2298,0
disclosed,7122,2,2297,1
shoulder,7122,2,2298,0
wrpn,7122,2,2298,0
showcased,7122,2,2298,0
wsdl,7122,2,2298,0
discernment,7122,2,2298,0
shoham,7122,2,2298,0
lips,7122,2,2298,0
sadness,7122,2,2298,0
descriptively,7122,2,2298,0
safari,7122,2,2298,0
blurred,7122,2,2298,0
safer,7122,2,2298,0
masked,7122,2,2298,0
blueprint,7122,2,2298,0
blstms,7122,2,2298,0
designate,7122,2,2298,0
martin,7122,2,2298,0
mars,7122,2,2298,0
sailing,7122,2,2298,0
lexis,7122,2,2298,0
bidirectionally,7122,2,2298,0
forced,7122,2,2294,4
bbns,7122,2,2298,0
bbn,7122,2,2298,0
discern,7122,2,2297,1
bb,7122,2,2297,1
wta,7122,2,2298,0
blurring,7122,2,2297,1
disastrous,7122,2,2298,0
listed,7122,2,2297,1
bcis,7122,2,2298,0
x0,7122,2,2298,0
shi,7122,2,2296,2
listen,7122,2,2297,1
175,7122,2,2298,0
linearizing,7122,2,2297,1
linearized,7122,2,2296,2
discouraged,7122,2,2298,0
shelter,7122,2,2298,0
silicon,7122,2,2297,1
simile,7122,2,2298,0
lif,7122,2,2298,0
bargaining,7122,2,2297,1
discsp,7122,2,2298,0
bare,7122,2,2295,3
lid,7122,2,2298,0
licenses,7122,2,2298,0
worthwhile,7122,2,2297,1
sim,7122,2,2297,1
15x,7122,2,2298,0
lite_r,7122,2,2298,0
disappointing,7122,2,2298,0
beams,7122,2,2298,0
beamforming,7122,2,2298,0
formants,7122,2,2298,0
x_2,7122,2,2297,1
bdi,7122,2,2298,0
x_1,7122,2,2294,4
shear,7122,2,2298,0
lium,7122,2,2298,0
bdds,7122,2,2298,0
disambiguating,7122,2,2297,1
shedding,7122,2,2296,2
formative,7122,2,2298,0
sheep,7122,2,2298,0
lithuanian,7122,2,2298,0
lithological,7122,2,2298,0
finetuned,7122,2,2298,0
finest,7122,2,2297,1
bcs,7122,2,2298,0
bco,7122,2,2298,0
bbob,7122,2,2298,0
sad,7122,2,2298,0
1000s,7122,2,2298,0
mastered,7122,2,2298,0
routers,7122,2,2298,0
mdnn,7122,2,2298,0
zipf,7122,2,2298,0
borrowers,7122,2,2298,0
rpca,7122,2,2297,1
mda,7122,2,2298,0
flowing,7122,2,2298,0
depart,7122,2,2298,0
mdrnn,7122,2,2298,0
departments,7122,2,2298,0
depended,7122,2,2298,0
borders,7122,2,2298,0
rr,7122,2,2298,0
mcds,7122,2,2298,0
borda,7122,2,2295,3
mcd,7122,2,2298,0
rsd,7122,2,2298,0
matroids,7122,2,2298,0
departs,7122,2,2298,0
boson,7122,2,2298,0
flourishing,7122,2,2298,0
mea,7122,2,2298,0
maxent,7122,2,2297,1
dereverberation,7122,2,2298,0
fluents,7122,2,2298,0
rumoureval,7122,2,2298,0
maturity,7122,2,2298,0
bold,7122,2,2298,0
fleet,7122,2,2298,0
runoff,7122,2,2298,0
matte,7122,2,2298,0
ruling,7122,2,2298,0
depicts,7122,2,2298,0
rt,7122,2,2298,0
06,7122,2,2298,0
rothman,7122,2,2298,0
boston,7122,2,2298,0
flipping,7122,2,2298,0
meaningfulness,7122,2,2298,0
znn,7122,2,2298,0
boss,7122,2,2298,0
matrixes,7122,2,2298,0
rush,7122,2,2298,0
bob,7122,2,2298,0
marquardt,7122,2,2298,0
marginally,7122,2,2296,2
blei,7122,2,2298,0
destinations,7122,2,2298,0
salary,7122,2,2298,0
satallax,7122,2,2298,0
married,7122,2,2298,0
marrying,7122,2,2298,0
boardgames,7122,2,2298,0
mathsf,7122,2,2297,1
mathematician,7122,2,2298,0
bnn,7122,2,2297,1
s3,7122,2,2298,0
materializing,7122,2,2298,0
flaws,7122,2,2298,0
materialize,7122,2,2297,1
flavor,7122,2,2298,0
saccades,7122,2,2298,0
masters,7122,2,2298,0
bm25,7122,2,2298,0
blistr,7122,2,2298,0
journalism,7122,2,2297,1
sar,7122,2,2298,0
maritime,7122,2,2298,0
flatness,7122,2,2297,1
saliences,7122,2,2298,0
marl,7122,2,2298,0
foaf,7122,2,2298,0
103,7122,2,2297,1
blogosphere,7122,2,2298,0
blockwise,7122,2,2295,3
samplers,7122,2,2289,9
markings,7122,2,2298,0
marking,7122,2,2295,3
san,7122,2,2298,0
sanders,7122,2,2298,0
flame,7122,2,2298,0
marketers,7122,2,2298,0
108,7122,2,2297,1
fixpoint,7122,2,2298,0
blobs,7122,2,2298,0
desk,7122,2,2298,0
bln,7122,2,2298,0
marine,7122,2,2298,0
spl,7122,2,2297,1
spends,7122,2,2298,0
knowl,7122,2,2298,0
lexically,7122,2,2297,1
iscas,7122,2,2298,0
lexicalization,7122,2,2298,0
lexica,7122,2,2298,0
lexemes,7122,2,2297,1
iscx,7122,2,2298,0
lexeme,7122,2,2297,1
fb15k,7122,2,2297,1
sinusoidal,7122,2,2298,0
ising,7122,2,2291,7
ballot,7122,2,2298,0
worms,7122,2,2298,0
islam,7122,2,2298,0
195,7122,2,2298,0
skeletal,7122,2,2297,1
baidu,7122,2,2297,1
dispatch,7122,2,2297,1
leuven,7122,2,2298,0
dynasties,7122,2,2298,0
1900,7122,2,2298,0
e5,7122,2,2298,0
ascertaining,7122,2,2298,0
skin,7122,2,2297,1
leo,7122,2,2298,0
isolating,7122,2,2298,0
bacterial,7122,2,2298,0
bahdanau,7122,2,2298,0
lenet,7122,2,2297,1
disprove,7122,2,2298,0
sla,7122,2,2298,0
fragmented,7122,2,2297,1
asg,7122,2,2298,0
dyads,7122,2,2298,0
slave,7122,2,2298,0
disputes,7122,2,2297,1
backtracks,7122,2,2298,0
isometric,7122,2,2297,1
1957,7122,2,2298,0
bacteria,7122,2,2298,0
disrupt,7122,2,2297,1
skewness,7122,2,2298,0
island,7122,2,2298,0
displaced,7122,2,2298,0
balls,7122,2,2297,1
lehman,7122,2,2297,1
slps,7122,2,2298,0
figurative,7122,2,2297,1
dissertation,7122,2,2298,0
slide,7122,2,2298,0
stud,7122,2,2298,0
dwt,7122,2,2298,0
legitimately,7122,2,2298,0
figuring,7122,2,2298,0
babelnet,7122,2,2298,0
disrupted,7122,2,2298,0
legislative,7122,2,2298,0
isp,7122,2,2298,0
dwell,7122,2,2298,0
dvs,7122,2,2298,0
isr,7122,2,2298,0
legislation,7122,2,2298,0
disruption,7122,2,2298,0
struggles,7122,2,2298,0
asic,7122,2,2298,0
1981,7122,2,2298,0
leakage,7122,2,2297,1
1980s,7122,2,2298,0
lego,7122,2,2298,0
fc7,7122,2,2298,0
gale,7122,2,2298,0
france,7122,2,2298,0
backchannel,7122,2,2298,0
learning4j,7122,2,2298,0
stretch,7122,2,2298,0
slowest,7122,2,2298,0
fifty,7122,2,2297,1
stresses,7122,2,2298,0
slows,7122,2,2296,2
figer,7122,2,2298,0
wheelchair,7122,2,2298,0
bac,7122,2,2298,0
leap,7122,2,2296,2
sls,7122,2,2298,0
francisco,7122,2,2298,0
wording,7122,2,2297,1
sonorants,7122,2,2298,0
lehmann,7122,2,2298,0
lesions,7122,2,2298,0
isodata,7122,2,2298,0
skilled,7122,2,2298,0
soms,7122,2,2298,0
fiedler,7122,2,2298,0
fd,7122,2,2298,0
babble,7122,2,2298,0
distinctly,7122,2,2296,2
duplications,7122,2,2298,0
lds,7122,2,2298,0
b2c,7122,2,2298,0
babbling,7122,2,2298,0
ldots,7122,2,2295,3
ldi,7122,2,2298,0
sometime,7122,2,2298,0
ava,7122,2,2298,0
fiducial,7122,2,2298,0
ba,7122,2,2298,0
axiomatizations,7122,2,2298,0
distracted,7122,2,2298,0
softening,7122,2,2298,0
smets,7122,2,2298,0
auvs,7122,2,2298,0
auv,7122,2,2298,0
babel,7122,2,2298,0
str,7122,2,2298,0
smiles,7122,2,2298,0
strand,7122,2,2298,0
streamline,7122,2,2298,0
smith,7122,2,2298,0
solvability,7122,2,2298,0
sofa,7122,2,2297,1
ldcrf,7122,2,2298,0
langle,7122,2,2297,1
smodels,7122,2,2298,0
smolensky,7122,2,2298,0
availabilities,7122,2,2298,0
lcf,7122,2,2298,0
dubins,7122,2,2298,0
smoother,7122,2,2296,2
smo,7122,2,2298,0
solo,7122,2,2298,0
lang,7122,2,2298,0
distorts,7122,2,2298,0
fhmm,7122,2,2297,1
societies,7122,2,2298,0
wlan,7122,2,2298,0
james,7122,2,2298,0
1993,7122,2,2298,0
freezing,7122,2,2298,0
snake,7122,2,2298,0
snapshots,7122,2,2297,1
ax,7122,2,2298,0
awkward,7122,2,2298,0
fiber,7122,2,2298,0
lap,7122,2,2298,0
230,7122,2,2298,0
smarandache,7122,2,2298,0
snm,7122,2,2298,0
aspiration,7122,2,2298,0
snn,7122,2,2298,0
distract,7122,2,2298,0
conceivable,7122,2,2298,0
wordcount,7122,2,2298,0
strengthened,7122,2,2298,0
ascii,7122,2,2298,0
lesson,7122,2,2298,0
distress,7122,2,2297,1
issuing,7122,2,2297,1
smote,7122,2,2298,0
itl,7122,2,2298,0
sold,7122,2,2297,1
gaid,7122,2,2298,0
strata,7122,2,2298,0
avian,7122,2,2298,0
dither,7122,2,2298,0
avec,7122,2,2298,0
laptops,7122,2,2298,0
strange,7122,2,2297,1
disturbance,7122,2,2297,1
jade,7122,2,2298,0
las,7122,2,2295,3
lars,7122,2,2298,0
largescale,7122,2,2298,0
strands,7122,2,2298,0
lasted,7122,2,2298,0
wmns,7122,2,2298,0
snowden,7122,2,2298,0
dummy,7122,2,2298,0
witnesses,7122,2,2298,0
langue,7122,2,2298,0
licensed,7122,2,2297,1
legendre,7122,2,2298,0
backpropagated,7122,2,2297,1
km,7122,2,2297,1
sparsifying,7122,2,2298,0
labellers,7122,2,2298,0
spass,7122,2,2298,0
dsns,7122,2,2297,1
labelers,7122,2,2297,1
autism,7122,2,2298,0
spawned,7122,2,2296,2
kleinberg,7122,2,2298,0
frozen,7122,2,2298,0
fertilization,7122,2,2298,0
dkp,7122,2,2298,0
ferry,7122,2,2298,0
assimilate,7122,2,2298,0
fea,7122,2,2298,0
speaks,7122,2,2298,0
stimulate,7122,2,2296,2
dsc,7122,2,2298,0
fes,7122,2,2298,0
storyline,7122,2,2298,0
astonishing,7122,2,2298,0
20th,7122,2,2298,0
kernelization,7122,2,2297,1
ssds,7122,2,2298,0
drnns,7122,2,2298,0
atrial,7122,2,2298,0
julia,7122,2,2298,0
dpc,7122,2,2296,2
stating,7122,2,2297,1
ssp,7122,2,2298,0
sss,7122,2,2298,0
dpns,7122,2,2298,0
2017a,7122,2,2298,0
feat,7122,2,2298,0
wiener,7122,2,2298,0
202,7122,2,2298,0
atmospheric,7122,2,2297,1
fv,7122,2,2298,0
2048,7122,2,2298,0
asvspoof,7122,2,2298,0
draft,7122,2,2298,0
fscs,7122,2,2298,0
judicious,7122,2,2298,0
ferns,7122,2,2298,0
fern,7122,2,2298,0
jeopardize,7122,2,2298,0
stochasticnet,7122,2,2298,0
laf,7122,2,2298,0
stoc,7122,2,2298,0
divisible,7122,2,2297,1
female,7122,2,2297,1
stemmers,7122,2,2298,0
specificities,7122,2,2297,1
spamming,7122,2,2297,1
johnson,7122,2,2296,2
kohkiloye,7122,2,2298,0
spherical,7122,2,2295,3
audiovisual,7122,2,2298,0
spi,7122,2,2298,0
spiegelhalter,7122,2,2298,0
stereotype,7122,2,2298,0
knowledgeable,7122,2,2298,0
dry,7122,2,2298,0
2000s,7122,2,2298,0
automates,7122,2,2298,0
spacecraft,7122,2,2298,0
soundtrack,7122,2,2298,0
dlv,7122,2,2298,0
jitter,7122,2,2298,0
jibiki,7122,2,2298,0
withdraw,7122,2,2298,0
autoencoding,7122,2,2298,0
stopped,7122,2,2298,0
dtmc,7122,2,2298,0
jazz,7122,2,2298,0
diversification,7122,2,2298,0
sooner,7122,2,2296,2
diversifying,7122,2,2297,1
assesses,7122,2,2298,0
lambada,7122,2,2297,1
lakes,7122,2,2298,0
gac,7122,2,2298,0
lake,7122,2,2298,0
jeffrey,7122,2,2298,0
withheld,7122,2,2298,0
frontend,7122,2,2298,0
dlps,7122,2,2298,0
ssd,7122,2,2298,0
downwards,7122,2,2298,0
katsuno,7122,2,2298,0
droplet,7122,2,2298,0
srs,7122,2,2298,0
ast,7122,2,2297,1
stealthy,7122,2,2298,0
attacked,7122,2,2297,1
downsampling,7122,2,2298,0
downside,7122,2,2297,1
asti,7122,2,2298,0
sroiq,7122,2,2298,0
wikidata,7122,2,2297,1
kick,7122,2,2298,0
attends,7122,2,2296,2
journey,7122,2,2298,0
kleene,7122,2,2298,0
spohn,7122,2,2298,0
donor,7122,2,2296,2
attractions,7122,2,2298,0
stein,7122,2,2293,5
jrip,7122,2,2298,0
assuring,7122,2,2297,1
keys,7122,2,2296,2
wildcards,7122,2,2298,0
dissection,7122,2,2298,0
gambling,7122,2,2298,0
strip,7122,2,2298,0
disseminate,7122,2,2298,0
backing,7122,2,2298,0
leagues,7122,2,2298,0
diversely,7122,2,2298,0
stan,7122,2,2298,0
stops,7122,2,2298,0
wikis,7122,2,2298,0
feldman,7122,2,2297,1
2014a,7122,2,2297,1
feasibly,7122,2,2298,0
spurred,7122,2,2297,1
steered,7122,2,2296,2
squeaky,7122,2,2298,0
wikipedias,7122,2,2298,0
2014b,7122,2,2298,0
src,7122,2,2298,0
fun,7122,2,2297,1
kit,7122,2,2298,0
donsvic,7122,2,2298,0
assure,7122,2,2298,0
featured,7122,2,2297,1
staged,7122,2,2298,0
staggering,7122,2,2298,0
kaldi,7122,2,2298,0
karp,7122,2,2297,1
justifiable,7122,2,2298,0
staging,7122,2,2298,0
asymptote,7122,2,2298,0
drf,7122,2,2298,0
stakeholder,7122,2,2298,0
stakes,7122,2,2297,1
wholly,7122,2,2298,0
futhermore,7122,2,2298,0
february,7122,2,2298,0
asystem,7122,2,2298,0
drilling,7122,2,2298,0
stare,7122,2,2298,0
featural,7122,2,2298,0
kasiviswanathan,7122,2,2298,0
kanade,7122,2,2298,0
strokes,7122,2,2297,1
kannada,7122,2,2298,0
kantorovich,7122,2,2298,0
doom,7122,2,2298,0
spontaneously,7122,2,2297,1
spoofed,7122,2,2298,0
dopamine,7122,2,2298,0
spotter,7122,2,2298,0
attenuation,7122,2,2298,0
wildlife,7122,2,2298,0
kim,7122,2,2298,0
