feature,count0@False,count1@False,count0@True,count1@True,ratio10False,ratio1TF
joins,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
mapf,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
exceedingly,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
ha,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
operative,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
misclassified,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
endpoint,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
gym,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
exemplary,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
mm,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
hurting,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
involve,7061,63,2277,21,0.008922248973233253,0.3333333333333333
dropouts,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dnnf,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
nonstationary,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
mitigated,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
diversity,7058,66,2276,22,0.009351090960612072,0.3333333333333333
excluding,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
misclassify,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
levy,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
excessively,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
excitation,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
hyponyms,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
hacking,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
honest,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
happening,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
eps,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
heretofore,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
emphasizing,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
gone,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
ec,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
nnlm,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
groundwork,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
manifests,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
empowerment,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
argument,7073,51,2281,17,0.007210518874593524,0.3333333333333333
filters,7073,51,2281,17,0.007210518874593524,0.3333333333333333
employment,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
loading,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
originate,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dogs,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
imitating,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
legends,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
nns,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
crash,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
endeavour,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
craft,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
platformer,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
tense,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
chair,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
terrain,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pushed,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
telling,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
tease,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
fronts,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
amrs,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pursuing,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
alcohol,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
intense,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
liu,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
exptime,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
distinguishable,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
drifting,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
fish,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
outdated,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
lazily,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
diagnostics,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
elu,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
ne,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
ndcg,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
faithfulness,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
nce,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
negations,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
factorizes,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
facet,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
guarded,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
diminish,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
med,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
negotiations,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dof,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
lle,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
coverings,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
mis,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
md,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
inhibits,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
disagree,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
lends,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
literally,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
diverges,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
artist,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
ar,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
breadth,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
differentiating,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
indications,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
gang,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
inferential,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
fms,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
narrower,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
flickr8k,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
concentrates,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
chemistry,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
ending,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
routinely,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
findings,7040,84,2270,28,0.011931818181818182,0.3333333333333333
noticeably,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
noiseless,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
nonlinearities,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
morphemes,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
tri,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
advertisement,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
fold,7094,30,2288,10,0.00422892585283338,0.3333333333333333
daunting,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
noting,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
agglutinative,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
lesser,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
normalize,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
absence,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
infants,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
treating,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
inferencing,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
fraught,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
panel,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
favors,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
metaphorical,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
her,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
cifar10,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
lowers,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
gen,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
radically,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
lunch,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
heuristically,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
interfering,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
flood,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
intrinsic,7046,78,2272,26,0.01107011070110701,0.3333333333333333
confounded,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dynamical,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
medications,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
owa,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
gd,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
captioning,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
confined,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
relatedness,7091,33,2287,11,0.0046537864899167955,0.3333333333333333
downpour,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
north,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
trait,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
phonetics,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
sdp,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
verifies,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
scattering,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
53,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
seismic,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
pathological,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
parties,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
workings,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
color,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
packing,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
magnetic,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
conducts,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
1994,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
demo,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
machinery,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
apart,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
counterpart,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
perturbations,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
prefers,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
hierarchies,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
partitions,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
modes,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
conveys,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
incorrect,7100,24,2290,8,0.0033802816901408453,0.3333333333333333
truthful,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
gist,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
pa,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
gaze,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
loses,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
rival,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
analysts,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
analogues,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
anonymity,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
injected,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
demographics,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
realisation,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
elucidate,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
incurring,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
quadratically,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
putting,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
denoted,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
am,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
improper,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
spread,7097,27,2289,9,0.003804424404678033,0.3333333333333333
display,7097,27,2289,9,0.003804424404678033,0.3333333333333333
ties,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
quantities,7097,27,2289,9,0.003804424404678033,0.3333333333333333
wait,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
separators,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
physician,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
deviate,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
overlooked,7118,6,2296,2,0.0008429334082607474,0.3333333333333333
weekly,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
donors,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
equally,7088,36,2286,12,0.005079006772009029,0.3333333333333333
authority,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
executions,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
usable,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
capital,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
inaccurate,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
integrality,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
monitored,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
reflexive,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
58,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
spark,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
reflections,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
sought,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
attributing,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
engage,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
abandon,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
factual,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
urls,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
want,7088,36,2286,12,0.005079006772009029,0.3333333333333333
fake,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
transcriptions,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
evidences,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
kg,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
venue,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
anti,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
watch,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
finnish,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
spd,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
rectangular,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
118,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
milestones,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
randomised,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
reconcile,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
1d,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
subgoal,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
subgroups,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
balances,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
rcnn,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
humanities,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
arrangements,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dance,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
generalised,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
subsequence,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
sociolinguistic,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
dark,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
aversion,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
unsatisfactory,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
intersecting,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
sleeping,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
backdoor,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
socially,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
releasing,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
releases,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
conceptualize,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
sm,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
rejected,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
none,7088,36,2286,12,0.005079006772009029,0.3333333333333333
census,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
polytime,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
prototypical,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
viral,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
paves,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pendulum,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pole,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
vi,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
foresee,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
compensated,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
workspace,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
integers,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
periphery,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
reproduce,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
10th,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
phenotype,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
correlates,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
plugging,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
resembles,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
young,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
vapnik,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
2016a,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
webquestions,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
concavity,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
knapsacks,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
appeal,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
1x,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
czech,7115,9,2295,3,0.0012649332396345748,0.3333333333333333
polyhedra,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
zhang,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pays,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
piano,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
cma,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
pcs,7121,3,2297,1,0.0004212891447830361,0.3333333333333333
each,6019,1105,1930,368,0.183585313174946,0.3330316742081448
work,5877,1247,1883,415,0.21218308660881402,0.33279871692060947
efficiency,6829,295,2200,98,0.04319812564065017,0.33220338983050846
present,5709,1415,1828,470,0.24785426519530565,0.3321554770318021
results,4982,2142,1587,711,0.42994781212364513,0.3319327731092437
score,6946,178,2239,59,0.02562625971782321,0.33146067415730335
lead,6952,172,2241,57,0.02474108170310702,0.3313953488372093
example,6786,338,2186,112,0.04980842911877394,0.33136094674556216
group,6994,130,2255,43,0.01858736059479554,0.33076923076923076
specifically,6864,260,2212,86,0.03787878787878788,0.33076923076923076
ii,7000,124,2257,41,0.017714285714285714,0.33064516129032256
parts,7012,112,2261,37,0.015972618368511125,0.33035714285714285
theoretic,7015,109,2262,36,0.015538132573057733,0.3302752293577982
form,6697,427,2157,141,0.06375989248917426,0.33021077283372363
offers,7030,94,2267,31,0.01337126600284495,0.32978723404255317
approach,5326,1798,1706,592,0.33758918512955316,0.3292547274749722
indeed,7045,79,2272,26,0.011213626685592618,0.3291139240506329
internal,7048,76,2273,25,0.010783200908059024,0.32894736842105265
tend,7048,76,2273,25,0.010783200908059024,0.32894736842105265
many,6034,1090,1940,358,0.18064302287040107,0.3284403669724771
produce,6929,195,2234,64,0.028142589118198873,0.3282051282051282
weights,6932,192,2235,63,0.027697634160415464,0.328125
by,3399,3725,1076,1222,1.0959105619299794,0.32805369127516776
introduces,6999,125,2257,41,0.017859694242034575,0.328
dynamically,7063,61,2278,20,0.008636556703950162,0.32786885245901637
item,7063,61,2278,20,0.008636556703950162,0.32786885245901637
computational,6590,534,2123,175,0.08103186646433991,0.32771535580524347
complementary,7069,55,2280,18,0.007780449851464139,0.32727272727272727
uses,6745,379,2174,124,0.05618977020014826,0.32717678100263853
same,6638,486,2139,159,0.073214823742091,0.3271604938271605
exploring,7072,52,2281,17,0.007352941176470588,0.3269230769230769
subject,7023,101,2265,33,0.014381318524846932,0.32673267326732675
network,5820,1304,1872,426,0.22405498281786942,0.3266871165644172
carefully,7075,49,2282,16,0.006925795053003533,0.32653061224489793
promising,6934,190,2236,62,0.027401211421978655,0.3263157894736842
just,7029,95,2267,31,0.013515436050647318,0.3263157894736842
name,7078,46,2283,15,0.0064990110200621645,0.32608695652173914
improvement,6894,230,2223,75,0.0333623440673049,0.32608695652173914
modules,7078,46,2283,15,0.0064990110200621645,0.32608695652173914
mutual,7078,46,2283,15,0.0064990110200621645,0.32608695652173914
generation,6848,276,2208,90,0.04030373831775701,0.32608695652173914
discovering,7078,46,2283,15,0.0064990110200621645,0.32608695652173914
result,6682,442,2154,144,0.06614785992217899,0.3257918552036199
numerical,6992,132,2255,43,0.01887871853546911,0.32575757575757575
analysis,6163,961,1985,313,0.15593055330196334,0.32570239334027057
coefficients,7081,43,2284,14,0.006072588617426917,0.32558139534883723
principle,7038,86,2270,28,0.012219380505825519,0.32558139534883723
perform,6703,421,2161,137,0.0628076980456512,0.3254156769596199
desirable,7041,83,2271,27,0.011788098281494106,0.3253012048192771
at,5900,1224,1900,398,0.20745762711864407,0.32516339869281047
adapting,7084,40,2285,13,0.00564652738565782,0.325
distinct,7044,80,2272,26,0.011357183418512209,0.325
value,6813,311,2197,101,0.045648025832966385,0.3247588424437299
driven,6970,154,2248,50,0.022094691535150646,0.3246753246753247
updated,7087,37,2286,12,0.005220826866092846,0.32432432432432434
inferences,7087,37,2286,12,0.005220826866092846,0.32432432432432434
blocks,7087,37,2286,12,0.005220826866092846,0.32432432432432434
similarly,7090,34,2287,11,0.004795486600846262,0.3235294117647059
wordnet,7090,34,2287,11,0.004795486600846262,0.3235294117647059
characteristic,7090,34,2287,11,0.004795486600846262,0.3235294117647059
conditioning,7090,34,2287,11,0.004795486600846262,0.3235294117647059
the,101,7023,28,2270,69.53465346534654,0.32322369357824293
employs,7059,65,2277,21,0.009208103130755065,0.3230769230769231
term,6802,322,2194,104,0.04733901793590121,0.32298136645962733
weight,6997,127,2257,41,0.01815063598685151,0.3228346456692913
lexicons,7093,31,2288,10,0.0043705061328069925,0.3225806451612903
protocol,7093,31,2288,10,0.0043705061328069925,0.3225806451612903
60,7093,31,2288,10,0.0043705061328069925,0.3225806451612903
preserving,7062,62,2278,20,0.008779382611158312,0.3225806451612903
poses,7093,31,2288,10,0.0043705061328069925,0.3225806451612903
correct,7000,124,2258,40,0.017714285714285714,0.3225806451612903
real,6234,890,2011,287,0.1427654796278473,0.32247191011235954
and,369,6755,120,2178,18.306233062330623,0.3224278312361214
understanding,6854,270,2211,87,0.03939305515027721,0.32222222222222224
exist,7006,118,2260,38,0.016842706251784186,0.3220338983050847
to,497,6627,164,2134,13.33400402414487,0.32201599517126905
computation,6866,258,2215,83,0.03757646373434314,0.32170542635658916
graphs,6953,171,2243,55,0.02459370056090896,0.3216374269005848
easier,7068,56,2280,18,0.00792303338992643,0.32142857142857145
rapidly,7068,56,2280,18,0.00792303338992643,0.32142857142857145
counterparts,7096,28,2289,9,0.003945885005636978,0.32142857142857145
expressive,7040,84,2271,27,0.011931818181818182,0.32142857142857145
for,1492,5632,489,1809,3.774798927613941,0.3212002840909091
employ,7018,106,2264,34,0.015104018238814477,0.32075471698113206
utterances,7071,53,2281,17,0.007495403761844152,0.32075471698113206
yet,6912,212,2230,68,0.030671296296296297,0.32075471698113206
extends,7046,78,2273,25,0.01107011070110701,0.32051282051282054
advantages,6971,153,2249,49,0.02194807057810931,0.3202614379084967
reductions,7099,25,2290,8,0.003521622763769545,0.32
simultaneous,7099,25,2290,8,0.003521622763769545,0.32
behaviors,7049,75,2274,24,0.010639807064831891,0.32
idea,6949,175,2242,56,0.025183479637357894,0.32
greater,7074,50,2282,16,0.007068136839129205,0.32
composite,7099,25,2290,8,0.003521622763769545,0.32
generated,6777,347,2187,111,0.05120259701933009,0.31988472622478387
multiple,6564,560,2119,179,0.08531383302864107,0.3196428571428571
of,140,6984,68,2230,49.885714285714286,0.3193012600229095
enables,6936,188,2238,60,0.02710495963091119,0.3191489361702128
correspond,7077,47,2283,15,0.006641232160519994,0.3191489361702128
argue,7008,116,2261,37,0.016552511415525113,0.31896551724137934
optimizes,7102,22,2291,7,0.0030977189524077726,0.3181818181818182
option,7102,22,2291,7,0.0030977189524077726,0.3181818181818182
computes,7080,44,2284,14,0.0062146892655367235,0.3181818181818182
times,6951,173,2243,55,0.024888505251043015,0.3179190751445087
also,5378,1746,1743,555,0.32465600595016736,0.3178694158075601
involving,7017,107,2264,34,0.015248681772837395,0.3177570093457944
best,6560,564,2119,179,0.08597560975609755,0.3173758865248227
ad,7083,41,2285,13,0.00578850769447974,0.3170731707317073
proposing,7083,41,2285,13,0.00578850769447974,0.3170731707317073
machine,6117,1007,1979,319,0.16462318129802192,0.31678252234359483
uniform,7064,60,2279,19,0.008493771234428085,0.31666666666666665
dataset,6505,619,2102,196,0.0951575710991545,0.3166397415185784
very,6546,578,2115,183,0.08829819737244118,0.3166089965397924
dialogue,7045,79,2273,25,0.011213626685592618,0.31645569620253167
annotations,7045,79,2273,25,0.011213626685592618,0.31645569620253167
specially,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
temporally,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
reverse,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
elastic,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
laplacian,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
spaces,6972,152,2250,48,0.021801491681009755,0.3157894736842105
belongs,7105,19,2292,6,0.0026741731175228714,0.3157894736842105
de,7086,38,2286,12,0.005362686988427886,0.3157894736842105
languages,6820,304,2202,96,0.04457478005865103,0.3157894736842105
more,5664,1460,1837,461,0.2577683615819209,0.31575342465753425
easy,6994,130,2257,41,0.01858736059479554,0.3153846153846154
in,591,6533,238,2060,11.05414551607445,0.3153222103168529
performing,6959,165,2246,52,0.023710303204483404,0.3151515151515151
million,7051,73,2275,23,0.010353141398383208,0.3150684931506849
whole,7016,108,2264,34,0.01539338654503991,0.3148148148148148
original,6873,251,2219,79,0.03651971482613124,0.3147410358565737
from,4064,3060,1335,963,0.7529527559055118,0.31470588235294117
meaningful,7035,89,2270,28,0.012651030561478323,0.3146067415730337
however,5919,1205,1919,379,0.20358168609562427,0.3145228215767635
precise,7054,70,2276,22,0.009923447689254324,0.3142857142857143
repeated,7089,35,2287,11,0.004937226689236846,0.3142857142857143
versions,7054,70,2276,22,0.009923447689254324,0.3142857142857143
nor,7089,35,2287,11,0.004937226689236846,0.3142857142857143
valid,7089,35,2287,11,0.004937226689236846,0.3142857142857143
satisfies,7089,35,2287,11,0.004937226689236846,0.3142857142857143
toward,7089,35,2287,11,0.004937226689236846,0.3142857142857143
multi,6500,624,2102,196,0.096,0.3141025641025641
